360512322,360523323
359779019,359843119
359547921,359738472
358895588,359333139
358962602,359188021
358813885,358969588
358507743,358801661
358399444,358743550
358736321,358740941
358727955,358731412
358267068,358278087
357458239,357813671
346307910,357455229
357336426,357433930
356931376,356999170
356821546,356983713
356549674,356581467
359705098,360686415
360408985,360445592
360383381,360401998
360002170,360039028
360220272,360220498
359502653,359922197
359641081,359670682
359484035,359529049
359506666,359523969
357287707,359278547
358648860,359078954
358688310,358992425
358944800,358987435
358764469,358939130
358731458,358742529
358692751,358713284
358669700,358711984
358287490,358486387
358410423,358432774
354649021,358229876
358005384,358006421
357657148,357876438
357684443,357689648
357179038,357477218
357349758,357453579
357387643,357419157
357289676,357290458
356722192,357019819
356884873,356930834
356757690,356779025
356684254,356716935
356643601,356654214
360496775,360582531
360085094,360112974
360260234,360271975
360106504,360114365
357639600,357656307
356578082,356602677
359698427,359889494
359698411,359889442
359740525,359835872
359678032,359702775
359668780,359678001
359248189,359254407
358295596,358324706
360653043,360679728
359468027,359468253
359188689,359230156
358635801,358850805
358347980,358673228
358138807,358227902
358095564,358150976
357556641,357635770
357581711,357601788
356653116,357148575
356580936,360660551
357999197,358002993
357433691,357559804
353201609,357271461
359063512,360706701
360623931,360627319
357874117,360545392
360299700,360301567
360288965,360300748
360277489,360290615
360279607,360289760
360285259,360285891
358138820,358144515
357424438,357484451
356796207,356802835
360365647,360413778
360365629,360413736
360354324,360372244
360355584,360372264
360214496,360219896
360214483,360219889
357618394,358094957
357618386,358094933
357379421,357399181
357129168,357343233
356841293,356879125
360457761,360512962
360398192,360399421
360398170,360399419
360072645,360113277
360057196,360102795
360056085,360059041
360056102,360059072
360052711,360055432
360052709,360055403
360009919,360027343
360009886,360027324
359957470,359969115
359696073,359698079
359689967,359693106
359644103,359666311
359211735,359218727
359194450,359195246
359134036,359159656
359100633,359111275
358966116,358987033
358700466,358727511
358695088,358695322
358673410,358677079
358577580,358584721
358577544,358584693
357282766,357284368
357282760,357284188
357122851,357124312
357122834,357124265
357102793,357109530
357103224,357109399
357022307,357045454
357022285,357045443
356661565,356690361
356662261,356690398
338185325,359227558
358202331,358739361
358201929,358739311
360557687,360671608
360677544,360681727
360541004,360543095
360403727,360497627
360212519,360220581
360024114,360030967
359740673,359744309
359608999,359612104
359478046,359483445
359462962,359473091
359317041,359323090
358693973,358946441
358687714,358690452
358625474,358634572
358373034,358377532
358283893,358289103
358222127,358224981
358187944,358188102
358143118,358163544
357964918,358129196
358090749,358093590
357799530,358089591
357925168,357926926
357808237,357816358
357811080,357811607
357637566,357639246
357507744,357553013
357508536,357540339
357501288,357507692
357480242,357486377
357075353,357465474
356823879,356851340
356788309,356797645
356650213,356655819
357162112,360061736
360010319,360062592
359215770,359364344
354240424,358943311
358549310,358549533
356630847,357010963
356630322,356630832
353234894,358780737
358076734,358083192
356493584,357495160
357224302,357236193
360072413,360261242
357081615,357538025
356920588,356952021
356895169,356945499
356031573,356815276
360089898,360102316
359178630,359470196
358714915,358715974
357033241,357059948
356655642,356695907
359610116,359947891
358627348,358655448
358627306,358655428
360574505,360580525
360383267,360386655
359251284,359253729
359066897,359211923
357585938,357586576
357649141,358020199
360375617,360460616
360072258,360322236
360257998,360260075
359102370,359409068
359098059,359102192
359097578,359102144
359041357,359046941
359040733,359046870
358967334,358970302
358937163,358957263
358937130,358957203
358937154,358957239
357578685,358432146
358395368,358413244
356884752,358400521
356884833,358400576
356911583,358393656
357445061,357490215
356850517,356918285
356877519,356885519
357731836,358759247
355403257,357731855
357325752,357731841
360489404,360489543
358015179,358018107
357135677,357263754
356867643,356872900
360172725,360246004
359837198,359849955
358729573,358735992
358345675,358429837
358751699,360554919
360459653,360460339
360101226,360335450
359610110,360100098
360067305,360070617
359553881,359736001
359625887,359643712
357833334,358316489
357833303,358316479
357183784,357188522
360602935,360607717
359738019,359754082
358531950,358532871
359955953,359993647
359955925,359993597
359530569,359844745
359029634,359089224
356786829,356809850
356668758,356768514
357594971,357638774
355717569,357150774
359057661,359058512
358679213,359056182
359026522,359038084
357099595,358548949
358665987,358698695
358304802,358310257
358305093,358310262
357664411,357667737
358885375,359097010
356917312,359015688
358904778,358908523
358054223,358055977
358052355,358053878
357281894,357286639
359424001,359602942
357674590,357720693
356915266,357373703
357567523,357599159
358457575,358646046
358458923,358646092
357720334,357950826
360445588,360447302
349474936,360070859
356306884,359574432
359556233,359568015
359556258,359568055
358626756,358631906
356649940,357110999
356649958,357111160
359766261,359824096
356870337,356872342
354374389,357390748
358871235,358885279
358871059,358885294
358424355,358423527
359515376,359834017
359515667,359834219
357385879,357470864
357315617,357378438
356785608,356930409
358700398,359273541
358769651,359238089
358832746,358939575
356784750,356786641
359371567,359378019
359371385,359378030
358434740,358737161
357004087,358503174
358981331,359174520
357691233,357692305
357691236,357692317
360524818,360526109
359769274,359793767
359362480,359683148
359320184,359334595
359039349,359234435
356928828,358322659
360700923,360702293
360700919,360702273
359207308,359208801
358491260,358510346
358491250,358510316
357958310,358220714
356432802,356458244
358941354,359327132
358941638,359327145
359720775,359724740
359558395,359565457
359031174,359036220
357742802,357745979
357573470,357578674
356780996,356784522
357460190,357487749
