363039103,363045190
361500420,362647381
361515968,361576458
361515786,361574696
361494607,361526737
361170413,361171901
358774536,361074205
363382680,363402773
363268106,363345931
363318092,363322506
362737777,363148607
361418135,362890434
362764317,362800507
362414880,362426290
361937455,362313616
358704291,362214714
362095261,362172937
362027607,362100151
361876900,361940442
361623053,361688651
361198628,361499305
307792549,361155506
363087969,363155243
362950183,362955735
361962760,362839637
361924287,362266913
361370203,361900988
361767715,361797720
360455039,361352122
363446580,363518897
360271279,361510391
360271242,361510359
363310448,363416087
363333951,363409168
362797752,362802819
362339821,362490071
361946280,362159254
361609163,362420931
361706883,362077991
360708446,361989420
361204416,361401598
360976176,361041738
363465735,363537848
363172236,363495684
363446977,363453419
363247976,363262609
362751269,362807751
361674740,361805015
361391296,361637915
361203756,361242056
360996219,360997651
362512765,362513215
360626908,361300400
362510783,362586263
363579747,363585992
363579831,363585998
362489527,363412197
362969902,362979549
362969900,362979541
362904759,362905925
362904755,362905910
362864210,362865146
362864199,362865100
362840671,362844405
362840685,362844421
362796055,362797835
362432004,362451910
362432010,362451921
362305332,362319674
362305403,362319681
362312758,362317126
362312771,362317136
361952773,361965782
361830913,361838253
361830952,361838286
361776917,361777388
361776924,361777434
361404451,361414044
361404444,361414010
361990339,363095791
362305769,362894690
361990173,362055078
361956974,361954065
361521671,361548578
361532800,361545039
363583468,363586846
363506093,363508212
363351137,363367318
363361056,363363101
363106553,363288133
363127663,363139217
362915554,362924491
362882908,362886561
362528875,362531015
362516449,362524356
362334093,362342162
361848378,361975511
361959800,361963084
361944219,361948855
361806006,361813438
361659415,361664663
361048704,361366394
361288374,361300322
361264208,361271921
361177861,361190221
361154281,361159303
361126588,361130160
361048624,361052143
361018373,361019195
361012737,361014861
361001371,361003256
360940271,360941677
360908346,360911610
360808251,360811296
362907869,362956209
354367919,362331515
361286330,361446187
360102342,362200168
361250879,361251995
360088157,361244123
360417598,361178787
360776978,360805013
363230636,363231352
363124953,363212924
362622522,362678272
361988151,362476040
362424640,362422648
362414731,362417155
362298417,362301917
361628452,361630913
361382807,361447905
362414415,362423176
361824718,361894321
361382798,361416388
362816438,362822535
363220917,363230779
363214976,363225983
363218469,363220944
362783329,362834256
362678941,362690506
362611705,362690286
362611721,362690320
362611845,362612112
361752099,362312756
362205470,362234751
360322219,361756195
361172457,361244168
363446229,363446351
361676565,361828353
361370481,361674257
361368774,361370109
359109685,360856212
360840878,360853832
362006047,362036896
361548102,361977900
356487173,361567373
360337059,361523662
360337040,361523654
362688225,363101540
362604175,362645480
362349225,362649146
362305915,362346492
359163549,361731953
362612086,363473435
362973289,363006034
361964447,362523526
363184311,363296891
363183239,363296866
361659660,361752871
361255550,361644824
361316816,361379396
361316624,361379367
361647765,361701104
360978814,362269436
357641732,360978681
361486237,361492683
363358471,363426263
360413155,360426801
363031845,363110603
362685093,362712647
359862797,362508263
362047714,362111312
361734106,361735437
362581199,362587823
362050781,362051704
361689377,362032764
363129291,363135950
362703761,362716418
362556309,362563103
361693364,361973304
361675708,362678979
363322032,363324242
363151469,363236947
362762948,362778320
362693009,362713189
361407050,361409167
361209855,361325455
360434612,361307500
361355673,361672965
357681862,361349703
362683093,362735777
362326704,362343236
360490557,361883617
361735265,361821244
361291602,361341230
361217121,361291724
360878614,361172109
363495078,363503929
362171858,362506893
361513844,361547778
362601872,363448057
362607700,362646712
361005316,361882064
360772719,360821565
362206555,362500989
360795020,360797645
361926644,361994817
361926623,361994805
361879230,361884783
361878957,361884765
361579381,361593502
361579337,361593481
