351772075,SzFMV2018-Tavasz/AutomatedCar,06/09/18 15:01,spirals-bears,22a61ae0-7b2a-423a-9df1-b4a6f754e1ea_re-run-PASSING_AND_PASSING,9,0,0,0,4,10,0,0,0,0,9,0,0,0,10,0,10,0,0,20,72
365162296,dhis2/dhis2-core,06/09/18 15:44,spirals-bears,22a61ae0-7b2a-423a-9df1-b4a6f754e1ea_re-run-PASSING_AND_PASSING,12,7,0,3,12,1841,0,0,13,0,460,0,9,2,26,5,23,7,18,193,2631
