spirals-bears,c4edf6f8-133a-4cec-9a5e-4ad4ea8b0f50_01-18-week2-FAILING_AND_PASSING,17/08/18 22:14,17/08/2018,apache/flink,327769310,Error while testing commit: org.eclipse.jgit.errors.MissingObjectException: Missing unknown b38dda76cd05e60a2d01cdd9e2b549381509a6f2       Commit head ref cannot be retrieved from the repository: b38dda76cd05e60a2d01cdd9e2b549381509a6f2. Operation aborted.       Error while merging two commits to reproduce the PR.
spirals-bears,c4edf6f8-133a-4cec-9a5e-4ad4ea8b0f50_01-18-week2-FAILING_AND_PASSING,17/08/18 22:14,17/08/2018,apache/flink,328106573,Error while testing commit: org.eclipse.jgit.errors.MissingObjectException: Missing unknown b4295546ceaa0eed651ea373fe47cdefab597cd5       Commit head ref cannot be retrieved from the repository: b4295546ceaa0eed651ea373fe47cdefab597cd5. Operation aborted.       Error while merging two commits to reproduce the PR.
spirals-bears,c4edf6f8-133a-4cec-9a5e-4ad4ea8b0f50_01-18-week2-FAILING_AND_PASSING,17/08/18 22:14,17/08/2018,apache/flink,327913978,Error while testing commit: org.eclipse.jgit.errors.MissingObjectException: Missing unknown 76f34d734ddc8d8459d8490d20f91d77bded1a89       Commit head ref cannot be retrieved from the repository: 76f34d734ddc8d8459d8490d20f91d77bded1a89. Operation aborted.       Error while merging two commits to reproduce the PR.
spirals-bears,c4edf6f8-133a-4cec-9a5e-4ad4ea8b0f50_01-18-week2-FAILING_AND_PASSING,17/08/18 22:14,17/08/2018,apache/flink,328739781,Error while testing commit: org.eclipse.jgit.errors.MissingObjectException: Missing unknown d46696192cc57ba9df07fabf24c6d66538ec186d       Commit head ref cannot be retrieved from the repository: d46696192cc57ba9df07fabf24c6d66538ec186d. Operation aborted.       Error while merging two commits to reproduce the PR.
spirals-bears,c4edf6f8-133a-4cec-9a5e-4ad4ea8b0f50_01-18-week2-FAILING_AND_PASSING,17/08/18 22:16,17/08/2018,apache/flink,311729670,Error while testing commit: org.eclipse.jgit.errors.MissingObjectException: Missing unknown ee33e042a6714626f053464a2f89b808772112a7       Commit head ref cannot be retrieved from the repository: ee33e042a6714626f053464a2f89b808772112a7. Operation aborted.       Error while merging two commits to reproduce the PR.
spirals-bears,c4edf6f8-133a-4cec-9a5e-4ad4ea8b0f50_01-18-week2-FAILING_AND_PASSING,17/08/18 22:16,17/08/2018,apache/flink,327913601,Error while testing commit: org.eclipse.jgit.errors.MissingObjectException: Missing unknown dfd84c7f6ea2e66aa9e6f81834be480ff862a15c       Commit head ref cannot be retrieved from the repository: dfd84c7f6ea2e66aa9e6f81834be480ff862a15c. Operation aborted.       Error while merging two commits to reproduce the PR.
spirals-bears,c4edf6f8-133a-4cec-9a5e-4ad4ea8b0f50_01-18-week2-FAILING_AND_PASSING,17/08/18 22:16,17/08/2018,apache/flink,327659353,Error while testing commit: org.eclipse.jgit.errors.MissingObjectException: Missing unknown 1806e04b9837aef311fcd36fa11a2571af913af1       Commit head ref cannot be retrieved from the repository: 1806e04b9837aef311fcd36fa11a2571af913af1. Operation aborted.       Error while merging two commits to reproduce the PR.
spirals-bears,c4edf6f8-133a-4cec-9a5e-4ad4ea8b0f50_01-18-week2-FAILING_AND_PASSING,17/08/18 22:17,17/08/2018,apache/flink,327274223,Error while testing commit: org.eclipse.jgit.errors.MissingObjectException: Missing unknown afa29328fcc909f6bcc14180c897db96d01a17ac       Commit head ref cannot be retrieved from the repository: afa29328fcc909f6bcc14180c897db96d01a17ac. Operation aborted.       Error while merging two commits to reproduce the PR.
spirals-bears,c4edf6f8-133a-4cec-9a5e-4ad4ea8b0f50_01-18-week2-FAILING_AND_PASSING,17/08/18 22:17,17/08/2018,apache/flink,327249387,Error while testing commit: org.eclipse.jgit.errors.MissingObjectException: Missing unknown d7f4d2c7eb7b871df2588f5e8976ca38f16333cf       Commit head ref cannot be retrieved from the repository: d7f4d2c7eb7b871df2588f5e8976ca38f16333cf. Operation aborted.       Error while merging two commits to reproduce the PR.
spirals-bears,c4edf6f8-133a-4cec-9a5e-4ad4ea8b0f50_01-18-week2-FAILING_AND_PASSING,17/08/18 22:18,17/08/2018,apache/flink,326913472,Error while testing commit: org.eclipse.jgit.errors.MissingObjectException: Missing unknown 2d3a112f282535fb85020a6633a4abbf66161d8b       Commit head ref cannot be retrieved from the repository: 2d3a112f282535fb85020a6633a4abbf66161d8b. Operation aborted.       Error while merging two commits to reproduce the PR.
spirals-bears,c4edf6f8-133a-4cec-9a5e-4ad4ea8b0f50_01-18-week2-FAILING_AND_PASSING,17/08/18 22:20,17/08/2018,apache/flink,326304584,Error while testing commit: org.eclipse.jgit.errors.MissingObjectException: Missing unknown e6f4c404c633d844c80341cc288b6bd4b89d8705       Commit head ref cannot be retrieved from the repository: e6f4c404c633d844c80341cc288b6bd4b89d8705. Operation aborted.       Error while merging two commits to reproduce the PR.
