4c745e6f-5453-4a37-b2b3-14647c2331ea_03-18-week2-PASSING_AND_PASSING,352951407,N/A,29/08/18 00:52,29/08/2018,spirals-bears,DETECTED
4c745e6f-5453-4a37-b2b3-14647c2331ea_03-18-week2-PASSING_AND_PASSING,352703235,N/A,29/08/18 00:52,29/08/2018,spirals-bears,DETECTED
4c745e6f-5453-4a37-b2b3-14647c2331ea_03-18-week2-PASSING_AND_PASSING,352703099,N/A,29/08/18 00:52,29/08/2018,spirals-bears,DETECTED
4c745e6f-5453-4a37-b2b3-14647c2331ea_03-18-week2-PASSING_AND_PASSING,352563691,N/A,29/08/18 00:52,29/08/2018,spirals-bears,DETECTED
4c745e6f-5453-4a37-b2b3-14647c2331ea_03-18-week2-PASSING_AND_PASSING,352563316,N/A,29/08/18 00:52,29/08/2018,spirals-bears,DETECTED
4c745e6f-5453-4a37-b2b3-14647c2331ea_03-18-week2-PASSING_AND_PASSING,350323925,N/A,29/08/18 00:52,29/08/2018,spirals-bears,DETECTED
4c745e6f-5453-4a37-b2b3-14647c2331ea_03-18-week2-PASSING_AND_PASSING,353494336,N/A,29/08/18 00:52,29/08/2018,spirals-bears,DETECTED
4c745e6f-5453-4a37-b2b3-14647c2331ea_03-18-week2-PASSING_AND_PASSING,353082583,N/A,29/08/18 00:52,29/08/2018,spirals-bears,DETECTED
4c745e6f-5453-4a37-b2b3-14647c2331ea_03-18-week2-PASSING_AND_PASSING,353160281,N/A,29/08/18 00:52,29/08/2018,spirals-bears,DETECTED
4c745e6f-5453-4a37-b2b3-14647c2331ea_03-18-week2-PASSING_AND_PASSING,352481581,N/A,29/08/18 00:52,29/08/2018,spirals-bears,DETECTED
4c745e6f-5453-4a37-b2b3-14647c2331ea_03-18-week2-PASSING_AND_PASSING,353018561,N/A,29/08/18 00:52,29/08/2018,spirals-bears,DETECTED
4c745e6f-5453-4a37-b2b3-14647c2331ea_03-18-week2-PASSING_AND_PASSING,353012793,N/A,29/08/18 00:52,29/08/2018,spirals-bears,DETECTED
4c745e6f-5453-4a37-b2b3-14647c2331ea_03-18-week2-PASSING_AND_PASSING,352698402,N/A,29/08/18 00:52,29/08/2018,spirals-bears,DETECTED
4c745e6f-5453-4a37-b2b3-14647c2331ea_03-18-week2-PASSING_AND_PASSING,352685175,N/A,29/08/18 00:52,29/08/2018,spirals-bears,DETECTED
4c745e6f-5453-4a37-b2b3-14647c2331ea_03-18-week2-PASSING_AND_PASSING,352691526,N/A,29/08/18 00:52,29/08/2018,spirals-bears,DETECTED
4c745e6f-5453-4a37-b2b3-14647c2331ea_03-18-week2-PASSING_AND_PASSING,352642959,N/A,29/08/18 00:52,29/08/2018,spirals-bears,DETECTED
4c745e6f-5453-4a37-b2b3-14647c2331ea_03-18-week2-PASSING_AND_PASSING,352210513,N/A,29/08/18 00:52,29/08/2018,spirals-bears,DETECTED
4c745e6f-5453-4a37-b2b3-14647c2331ea_03-18-week2-PASSING_AND_PASSING,350523736,N/A,29/08/18 00:52,29/08/2018,spirals-bears,DETECTED
4c745e6f-5453-4a37-b2b3-14647c2331ea_03-18-week2-PASSING_AND_PASSING,352496806,N/A,29/08/18 00:52,29/08/2018,spirals-bears,DETECTED
4c745e6f-5453-4a37-b2b3-14647c2331ea_03-18-week2-PASSING_AND_PASSING,347415554,N/A,29/08/18 00:52,29/08/2018,spirals-bears,DETECTED
4c745e6f-5453-4a37-b2b3-14647c2331ea_03-18-week2-PASSING_AND_PASSING,348662999,N/A,29/08/18 00:52,29/08/2018,spirals-bears,DETECTED
4c745e6f-5453-4a37-b2b3-14647c2331ea_03-18-week2-PASSING_AND_PASSING,352204755,N/A,29/08/18 00:52,29/08/2018,spirals-bears,DETECTED
4c745e6f-5453-4a37-b2b3-14647c2331ea_03-18-week2-PASSING_AND_PASSING,352185953,N/A,29/08/18 00:52,29/08/2018,spirals-bears,DETECTED
4c745e6f-5453-4a37-b2b3-14647c2331ea_03-18-week2-PASSING_AND_PASSING,350095683,N/A,29/08/18 00:52,29/08/2018,spirals-bears,DETECTED
4c745e6f-5453-4a37-b2b3-14647c2331ea_03-18-week2-PASSING_AND_PASSING,351588398,N/A,29/08/18 00:52,29/08/2018,spirals-bears,DETECTED
4c745e6f-5453-4a37-b2b3-14647c2331ea_03-18-week2-PASSING_AND_PASSING,351549314,N/A,29/08/18 00:52,29/08/2018,spirals-bears,DETECTED
4c745e6f-5453-4a37-b2b3-14647c2331ea_03-18-week2-PASSING_AND_PASSING,351327070,N/A,29/08/18 00:52,29/08/2018,spirals-bears,DETECTED
4c745e6f-5453-4a37-b2b3-14647c2331ea_03-18-week2-PASSING_AND_PASSING,351146154,N/A,29/08/18 00:52,29/08/2018,spirals-bears,DETECTED
4c745e6f-5453-4a37-b2b3-14647c2331ea_03-18-week2-PASSING_AND_PASSING,351549110,N/A,29/08/18 00:52,29/08/2018,spirals-bears,DETECTED
4c745e6f-5453-4a37-b2b3-14647c2331ea_03-18-week2-PASSING_AND_PASSING,351138887,N/A,29/08/18 00:52,29/08/2018,spirals-bears,DETECTED
4c745e6f-5453-4a37-b2b3-14647c2331ea_03-18-week2-PASSING_AND_PASSING,351247713,N/A,29/08/18 00:52,29/08/2018,spirals-bears,DETECTED
4c745e6f-5453-4a37-b2b3-14647c2331ea_03-18-week2-PASSING_AND_PASSING,351122045,N/A,29/08/18 00:52,29/08/2018,spirals-bears,DETECTED
