37882099-5e5d-4fae-9744-50be0382c1aa_01-18-week3-PASSING_AND_PASSING,dockerPool,spirals-bears,16,487961768,506462208
37882099-5e5d-4fae-9744-50be0382c1aa_01-18-week3-PASSING_AND_PASSING,331436775,spirals-bears,16,458890296,506462208
37882099-5e5d-4fae-9744-50be0382c1aa_01-18-week3-PASSING_AND_PASSING,330613245,spirals-bears,16,458889944,506462208
37882099-5e5d-4fae-9744-50be0382c1aa_01-18-week3-PASSING_AND_PASSING,331117684,spirals-bears,16,458884512,506462208
37882099-5e5d-4fae-9744-50be0382c1aa_01-18-week3-PASSING_AND_PASSING,330709127,spirals-bears,16,458889952,506462208
37882099-5e5d-4fae-9744-50be0382c1aa_01-18-week3-PASSING_AND_PASSING,330760662,spirals-bears,16,458890328,506462208
37882099-5e5d-4fae-9744-50be0382c1aa_01-18-week3-PASSING_AND_PASSING,330708390,spirals-bears,16,458896504,506462208
37882099-5e5d-4fae-9744-50be0382c1aa_01-18-week3-PASSING_AND_PASSING,329877560,spirals-bears,16,458889976,506462208
37882099-5e5d-4fae-9744-50be0382c1aa_01-18-week3-PASSING_AND_PASSING,330381562,spirals-bears,16,458884096,506462208
37882099-5e5d-4fae-9744-50be0382c1aa_01-18-week3-PASSING_AND_PASSING,330377185,spirals-bears,16,458883808,506462208
37882099-5e5d-4fae-9744-50be0382c1aa_01-18-week3-PASSING_AND_PASSING,330599736,spirals-bears,16,458889848,506462208
37882099-5e5d-4fae-9744-50be0382c1aa_01-18-week3-PASSING_AND_PASSING,330300830,spirals-bears,16,458890352,506462208
37882099-5e5d-4fae-9744-50be0382c1aa_01-18-week3-PASSING_AND_PASSING,324205624,spirals-bears,16,458889968,506462208
37882099-5e5d-4fae-9744-50be0382c1aa_01-18-week3-PASSING_AND_PASSING,330383136,spirals-bears,16,458884520,506462208
37882099-5e5d-4fae-9744-50be0382c1aa_01-18-week3-PASSING_AND_PASSING,326575433,spirals-bears,16,458884048,506462208
