0c1dbb4d-1cbc-485c-8949-10b1e9ab500a_04-18-week2-PASSING_AND_PASSING,365853940,N/A,03/09/18 00:21,03/09/2018,spirals-bears,DETECTED
0c1dbb4d-1cbc-485c-8949-10b1e9ab500a_04-18-week2-PASSING_AND_PASSING,365621213,N/A,03/09/18 00:21,03/09/2018,spirals-bears,DETECTED
0c1dbb4d-1cbc-485c-8949-10b1e9ab500a_04-18-week2-PASSING_AND_PASSING,365490264,N/A,03/09/18 00:21,03/09/2018,spirals-bears,DETECTED
0c1dbb4d-1cbc-485c-8949-10b1e9ab500a_04-18-week2-PASSING_AND_PASSING,364522436,N/A,03/09/18 00:21,03/09/2018,spirals-bears,DETECTED
0c1dbb4d-1cbc-485c-8949-10b1e9ab500a_04-18-week2-PASSING_AND_PASSING,364522261,N/A,03/09/18 00:21,03/09/2018,spirals-bears,DETECTED
0c1dbb4d-1cbc-485c-8949-10b1e9ab500a_04-18-week2-PASSING_AND_PASSING,363107539,N/A,03/09/18 00:21,03/09/2018,spirals-bears,DETECTED
0c1dbb4d-1cbc-485c-8949-10b1e9ab500a_04-18-week2-PASSING_AND_PASSING,261262689,N/A,03/09/18 00:21,03/09/2018,spirals-bears,DETECTED
0c1dbb4d-1cbc-485c-8949-10b1e9ab500a_04-18-week2-PASSING_AND_PASSING,364021259,N/A,03/09/18 00:21,03/09/2018,spirals-bears,DETECTED
0c1dbb4d-1cbc-485c-8949-10b1e9ab500a_04-18-week2-PASSING_AND_PASSING,366060494,N/A,03/09/18 00:21,03/09/2018,spirals-bears,DETECTED
0c1dbb4d-1cbc-485c-8949-10b1e9ab500a_04-18-week2-PASSING_AND_PASSING,365801346,N/A,03/09/18 00:21,03/09/2018,spirals-bears,DETECTED
0c1dbb4d-1cbc-485c-8949-10b1e9ab500a_04-18-week2-PASSING_AND_PASSING,363394633,N/A,03/09/18 00:21,03/09/2018,spirals-bears,DETECTED
0c1dbb4d-1cbc-485c-8949-10b1e9ab500a_04-18-week2-PASSING_AND_PASSING,363080370,N/A,03/09/18 00:21,03/09/2018,spirals-bears,DETECTED
0c1dbb4d-1cbc-485c-8949-10b1e9ab500a_04-18-week2-PASSING_AND_PASSING,365298740,N/A,03/09/18 00:21,03/09/2018,spirals-bears,DETECTED
0c1dbb4d-1cbc-485c-8949-10b1e9ab500a_04-18-week2-PASSING_AND_PASSING,365298018,N/A,03/09/18 00:21,03/09/2018,spirals-bears,DETECTED
0c1dbb4d-1cbc-485c-8949-10b1e9ab500a_04-18-week2-PASSING_AND_PASSING,365045467,N/A,03/09/18 00:21,03/09/2018,spirals-bears,DETECTED
0c1dbb4d-1cbc-485c-8949-10b1e9ab500a_04-18-week2-PASSING_AND_PASSING,364922015,N/A,03/09/18 00:21,03/09/2018,spirals-bears,DETECTED
0c1dbb4d-1cbc-485c-8949-10b1e9ab500a_04-18-week2-PASSING_AND_PASSING,364452873,N/A,03/09/18 00:21,03/09/2018,spirals-bears,DETECTED
0c1dbb4d-1cbc-485c-8949-10b1e9ab500a_04-18-week2-PASSING_AND_PASSING,364950620,N/A,03/09/18 00:21,03/09/2018,spirals-bears,DETECTED
0c1dbb4d-1cbc-485c-8949-10b1e9ab500a_04-18-week2-PASSING_AND_PASSING,364454381,N/A,03/09/18 00:21,03/09/2018,spirals-bears,DETECTED
0c1dbb4d-1cbc-485c-8949-10b1e9ab500a_04-18-week2-PASSING_AND_PASSING,364739655,N/A,03/09/18 00:21,03/09/2018,spirals-bears,DETECTED
0c1dbb4d-1cbc-485c-8949-10b1e9ab500a_04-18-week2-PASSING_AND_PASSING,364523986,N/A,03/09/18 00:21,03/09/2018,spirals-bears,DETECTED
0c1dbb4d-1cbc-485c-8949-10b1e9ab500a_04-18-week2-PASSING_AND_PASSING,364423750,N/A,03/09/18 00:21,03/09/2018,spirals-bears,DETECTED
0c1dbb4d-1cbc-485c-8949-10b1e9ab500a_04-18-week2-PASSING_AND_PASSING,364358652,N/A,03/09/18 00:21,03/09/2018,spirals-bears,DETECTED
0c1dbb4d-1cbc-485c-8949-10b1e9ab500a_04-18-week2-PASSING_AND_PASSING,364353720,N/A,03/09/18 00:21,03/09/2018,spirals-bears,DETECTED
0c1dbb4d-1cbc-485c-8949-10b1e9ab500a_04-18-week2-PASSING_AND_PASSING,364390400,N/A,03/09/18 00:21,03/09/2018,spirals-bears,DETECTED
0c1dbb4d-1cbc-485c-8949-10b1e9ab500a_04-18-week2-PASSING_AND_PASSING,364354772,N/A,03/09/18 00:21,03/09/2018,spirals-bears,DETECTED
0c1dbb4d-1cbc-485c-8949-10b1e9ab500a_04-18-week2-PASSING_AND_PASSING,362838552,N/A,03/09/18 00:21,03/09/2018,spirals-bears,DETECTED
0c1dbb4d-1cbc-485c-8949-10b1e9ab500a_04-18-week2-PASSING_AND_PASSING,364317843,N/A,03/09/18 00:21,03/09/2018,spirals-bears,DETECTED
0c1dbb4d-1cbc-485c-8949-10b1e9ab500a_04-18-week2-PASSING_AND_PASSING,364280863,N/A,03/09/18 00:21,03/09/2018,spirals-bears,DETECTED
0c1dbb4d-1cbc-485c-8949-10b1e9ab500a_04-18-week2-PASSING_AND_PASSING,365899787,N/A,03/09/18 00:21,03/09/2018,spirals-bears,DETECTED
0c1dbb4d-1cbc-485c-8949-10b1e9ab500a_04-18-week2-PASSING_AND_PASSING,338672537,N/A,03/09/18 00:21,03/09/2018,spirals-bears,DETECTED
