e853272b-bf8e-41a0-b5a0-9d347947f4f6_03-18-week3-PASSING_AND_PASSING,355726654,N/A,30/08/18 03:30,30/08/2018,spirals-bears,DETECTED
e853272b-bf8e-41a0-b5a0-9d347947f4f6_03-18-week3-PASSING_AND_PASSING,356269308,N/A,30/08/18 03:30,30/08/2018,spirals-bears,DETECTED
e853272b-bf8e-41a0-b5a0-9d347947f4f6_03-18-week3-PASSING_AND_PASSING,356054240,N/A,30/08/18 03:30,30/08/2018,spirals-bears,DETECTED
e853272b-bf8e-41a0-b5a0-9d347947f4f6_03-18-week3-PASSING_AND_PASSING,355876865,N/A,30/08/18 03:30,30/08/2018,spirals-bears,DETECTED
e853272b-bf8e-41a0-b5a0-9d347947f4f6_03-18-week3-PASSING_AND_PASSING,355666147,N/A,30/08/18 03:30,30/08/2018,spirals-bears,DETECTED
e853272b-bf8e-41a0-b5a0-9d347947f4f6_03-18-week3-PASSING_AND_PASSING,354560139,N/A,30/08/18 03:30,30/08/2018,spirals-bears,DETECTED
e853272b-bf8e-41a0-b5a0-9d347947f4f6_03-18-week3-PASSING_AND_PASSING,355254355,N/A,30/08/18 03:30,30/08/2018,spirals-bears,DETECTED
e853272b-bf8e-41a0-b5a0-9d347947f4f6_03-18-week3-PASSING_AND_PASSING,355323221,N/A,30/08/18 03:30,30/08/2018,spirals-bears,DETECTED
e853272b-bf8e-41a0-b5a0-9d347947f4f6_03-18-week3-PASSING_AND_PASSING,355071591,N/A,30/08/18 03:30,30/08/2018,spirals-bears,DETECTED
e853272b-bf8e-41a0-b5a0-9d347947f4f6_03-18-week3-PASSING_AND_PASSING,355070567,N/A,30/08/18 03:30,30/08/2018,spirals-bears,DETECTED
e853272b-bf8e-41a0-b5a0-9d347947f4f6_03-18-week3-PASSING_AND_PASSING,355332665,N/A,30/08/18 03:30,30/08/2018,spirals-bears,DETECTED
e853272b-bf8e-41a0-b5a0-9d347947f4f6_03-18-week3-PASSING_AND_PASSING,355248634,N/A,30/08/18 03:30,30/08/2018,spirals-bears,DETECTED
e853272b-bf8e-41a0-b5a0-9d347947f4f6_03-18-week3-PASSING_AND_PASSING,354321495,N/A,30/08/18 03:30,30/08/2018,spirals-bears,DETECTED
e853272b-bf8e-41a0-b5a0-9d347947f4f6_03-18-week3-PASSING_AND_PASSING,354321027,N/A,30/08/18 03:30,30/08/2018,spirals-bears,DETECTED
e853272b-bf8e-41a0-b5a0-9d347947f4f6_03-18-week3-PASSING_AND_PASSING,354363480,N/A,30/08/18 03:30,30/08/2018,spirals-bears,DETECTED
e853272b-bf8e-41a0-b5a0-9d347947f4f6_03-18-week3-PASSING_AND_PASSING,353716467,N/A,30/08/18 03:30,30/08/2018,spirals-bears,DETECTED
e853272b-bf8e-41a0-b5a0-9d347947f4f6_03-18-week3-PASSING_AND_PASSING,354065549,N/A,30/08/18 03:30,30/08/2018,spirals-bears,DETECTED
e853272b-bf8e-41a0-b5a0-9d347947f4f6_03-18-week3-PASSING_AND_PASSING,348321780,N/A,30/08/18 03:30,30/08/2018,spirals-bears,DETECTED
e853272b-bf8e-41a0-b5a0-9d347947f4f6_03-18-week3-PASSING_AND_PASSING,353910646,N/A,30/08/18 03:30,30/08/2018,spirals-bears,DETECTED
e853272b-bf8e-41a0-b5a0-9d347947f4f6_03-18-week3-PASSING_AND_PASSING,354301907,N/A,30/08/18 03:30,30/08/2018,spirals-bears,DETECTED
e853272b-bf8e-41a0-b5a0-9d347947f4f6_03-18-week3-PASSING_AND_PASSING,353721773,N/A,30/08/18 03:30,30/08/2018,spirals-bears,DETECTED
